head,date,text,イベント,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
東京市場　米株価先物軟調　ドル円、クロス円の反落続く,2009年1月29日（木）13:41:00,"東京午前からドル円やクロス円ともに反落の動きが続いている。ドル円は89.85レベルまで、ユーロ円は117.67レベルまで下落しているほか、その他のクロス円も軟調。米株価先物が下げており、リスク回避の円買いが出ている。昨日の海外市場までの反動も入っている様子。

USD/JPY 89.84 EUR/JPY 117.86",,,,,,,,,,,,,,,
テクニカルポイント　ドル円、上値には厚みを持った「雲」,2009年1月29日（木）14:06:00,"101.52　200日移動平均
96.24　100日移動平均
95.11　一目均衡表・雲（上限）
93.21　ボリンジャーバンド　2σ上限（21日間）
90.92　一目均衡表・雲（下限）
90.88　一目均衡表・基準線
90.53　エンベロープ1%上限（10日間）
90.36　21日移動平均
89.75　現値
89.64　10日移動平均
89.22　一目均衡表・転換線
88.74　エンベロープ1%下限（10日間）
87.51　ボリンジャーバンド　2σ下限（21日間）

一目均衡表（日足）では、ドル円は91円前後から上側に広がっている雲の手前で頭が抑えられている。比較的厚みのある雲のため、上値トライする場面があっても弾かれやすいのではないか。目先の下値の目処は短期サポートラインが位置する89.20レベル。",,,,,,,,,,,,,,,
東京市場　西村日銀副総裁、長めの金利に影響を強めていくことが望ましい,2009年1月29日（木）14:42:00,"ドル円やクロス円の下げは一服。東京終盤ということもあり、買い戻しも入っているようだ。クロス円の下げが一巡したことで、ドル円以外でドル高の動きも収まっている。米株価先物の下げも一巡。

西村審議委員の発言が報道されている。長めの金利に影響を与えていくためオペの工夫を考えていく、翌日物金利を下げられないときは長めの金利に影響を強めていくことが望ましい、日本では中央銀行が市場に広範囲に介入すると市場を歪めてしまうリスクがある、などと述べた。

USD/JPY 89.89 EUR/USD 1.3118 GBP/JPY 127.26",,,,,,,,,,,,,,,
アジア株　ハンセン指数は高値圏を維持,2009年1月29日（木）14:55:00,"東京時間14:43現在

香港ハンセン指数　　 13266.77（+688.17　+5.47%）
韓国総合株価指数　 1164.54（+6.56　+0.57%）
豪ASX200指数　　　 3526.20（+30.70　+0.88%）
インドSENSEX30種　 9276.77（+19.30　+0.21%）
シンガポールST指数　 1767.81（+1.73　+0.10%）

アジア株式市場では、引き続きハンセン指数が堅調。インドのSENSEX30種も上昇して始まった。ただ、目立って高いのはハンセン指数だけで、他の市場は伸び悩んでいる。上海市場は旧正月のため本日も休場。",,,,,,,,,,,,,,,
日経平均　大引け　144.95円高　8251.24円,2009年1月29日（木）15:01:00,,,,,,,,,,,,,,,,
これからの予定【経済指標】,2009年1月29日（木）15:18:00,"【イギリス】
＊ネーションワイド住宅価格（1月）16:00
予想　-1.7%　前回　-2.5%（前年比）
予想　-16.7%　前回　-15.9%（前月比）

【香港】
＊貿易収支（12月）17:30
予想　-171億香港ドル　前回　-81.5億香港ドル

【ユーロ圏】
＊ドイツ失業率（全独）（1月）17:55
予想　7.7%　前回　7.6%

＊ドイツ失業者数（1月）17:55
予想　30千人　前回　18千人（前月比）

＊ユーロ圏消費者信頼感（1月）19:00
予想　-31.0　前回　-29.7

＊ユーロ圏業況判断指数（1月）19:00
予想　-3.50　前回　-3.17

【南アフリカ】
＊生産者物価指数（PPI）（12月）18:30
予想　-0.8%　前回　-1.3%（前月比）
予想　11.6%　前回　12.6%（前年比）

【アメリカ】
＊新規失業保険申請件数（1月）22:30
予想　575千件　前回　589千件

＊耐久財受注（12月）22:30
予想　-2.0%　前回　-1.5%（前月比）
予想　-2.7%　前回　0.6%（輸送除くコア・前月比）

＊新築住宅販売件数（12月）30日0:00
予想　397.0千件　前回　407.0千件

【カナダ】
＊鉱工業製品価格（12月）22:30
予想　-2.0%　前回　-2.6%（前月比）

＊原材料価格指数（12月）22:30
予想　-10.0%　前回　-13.4%（前月比）",,,,,,,,,,,,,,,
これからの予定【発言・イベント】,2009年1月29日（木）15:25:00,"世界経済フォーラムの年次総会「ダボス会議」（2月1日まで）
中国、台湾は休場
17:00　杉本財務次官　会見

30日
2:00　ブランチフラワー英中銀委員　講演

30日に決算発表予定の米主要企業
モンスター・ワールドワイド（0.256）
ワイス（0.790）
3M（0.907）
アルトリア・グループ（0.372）
Celgene Corp（0.422）
アマゾン・ドット・コム（0.486）
アメリカン・エレクトリック・パワー（0.530）
Juniper Networks Inc（0.314）
ブロードコム（0.260）
インターナショナル・ペーパー（0.188）
フォード・モーター（-1.118）
KLAテンコー（-0.057）
Microchip Technology Inc（0.223）
カッコ内数値は予想1株当たり利益（単位:ドル）",,,,,,,,,,,,,,,
日本株　概況　続伸も、伸び悩む,2009年1月29日（木）15:45:00,29日の日経平均株価は続伸。大引けは前日比144.95円高の8251.24円。米株高や寄り付き前に伝わった米下院が8250億ドル規模の景気刺激策法案を可決との報道が相場を下支えした。ただ、朝方を除くと為替が円高傾向に振れたことや決算発表に対する警戒感から指数は伸び悩んだ。業種別では金融株や輸出関連株が買われた。一方、情報・通信、小売など内需関連株は冴えない。,,,,,,,,,,,,,,,
英経済指標【ネーションワイド住宅価格】,2009年1月29日（木）16:00:00,"＊ネーションワイド住宅価格（1月）16:00
結果　-1.3%
予想　-1.7%　前回　-2.5%（前年比）
結果　-16.6%
予想　-16.7%　前回　-15.9%（前月比）",,,,,,,,,,,,,,,
ロンドン市場　石油大手シェル、10-12月期は赤字転落,2009年1月29日（木）16:10:00,先ほど英蘭系石油大手シェルの10-12月期決算が伝わった。市場では84.7億ドル前後の黒字決算が見込まれていたが、結果は予想外の赤字決算（28.1億ドルの赤字）だった。まもなく取引が始まる英国株への影響に注目したい。,,,,,,,,,,,,,,,
ロンドン市場　クロス円中心に円買い傾向,2009年1月29日（木）16:21:00,"クロス円を中心にジリジリと円買いが進んでいる。ユーロ円は117円台後半、ポンド円は126円台半ばときょうの安値圏で推移。前日まで円売りが進んだ反動が出ているようだ。きのうのFOMCでは政策金利が0.00～0.25%で据え置きとなり、声明文では長期国債購入の構えがあるとした。イベント通過でここ数日、優勢だった円売りが巻き返されているようだ。

EUR/JPY　117.52　GBP/JPY　126.66",,,,,,,,,,,,,,,
NY原油・金　時間外取引　下げ渋りの動き,2009年1月29日（木）16:39:00,"東京時間16:36現在
NY原油先物3月限（WTI）（時間外取引）
1バレル＝41.82（-0.34　-0.81%）
NY金先物2月限（COMEX）（時間外取引）
1オンス＝883.70（-4.50　-0.51%）

原油は小幅安。41ドル台での推移となっている。きのう発表された米週間在庫統計では原油在庫が大幅増加を示した。5週連続の増加となったほか、製油所稼働率は前週から低下した。景気減速などで需要減が響いた。ただ、通常取引は米株高を背景に買い戻しが優勢となった。本日は東京タイムは米株先物に連動する動きとなっていたが、ロンドンタイムに入って逆の動きとなっている。米株先物はジリ安となっているが、原油先物は下げ渋る動きを見せている。",,,,,,,,,,,,,,,
米株価指数先物　時間外取引　欧州株開始前、下げ幅拡大　60P安へ,2009年1月29日（木）16:50:00,"東京時間16:50現在
ダウ平均先物3月限　8260.00（-62.00　-0.76%）
S&P500;先物3月限　863.10（-8.40　-0.96%）
NASDAQ100先物3月限　1219.50（-11.75　-0.95%）",,,,,,,,,,,,,,,
ロンドン市場　欧州通貨買い戻し、株安に反応せず,2009年1月29日（木）17:03:00,"ロンドン勢が参加するにつれて円買いが一服している。ポンド円は126円台半ばから127円台半ばへ、ユーロ円は117円台前半から118円台前半へと反発した。欧州株は各国とも下落して始まったが、材料視されていない。

GBP/JPY　127.55　EUR/JPY　118.15",,,,,,,,,,,,,,,
欧州株　反落して始まる　,2009年1月29日（木）17:06:00,"東京時間17:05現在
英FT100　 4257.77（-37.43　-0.89%）
独DAX　　4479.38（-39.34　-0.91%）",,,,,,,,,,,,,,,
ロンドン市場　独連邦雇用庁、1月の失業者数は予想以上,2009年1月29日（木）17:11:00,"先ほど独連邦雇用庁のコメントが伝わった。報道では1月の独失業者数は予想（3万人）を上回ると述べている。雇用悪化を嫌気してマーケットではややユーロ売りの反応がみられる。ユーロ円は118円台前半から117円台後半へと反落したほか、ユーロポンドは0.92台後半から0.92台半ばへと反落した。

EUR/JPY　117.85　EUR/GBP　0.9252",,,,,,,,,,,,,,,
香港経済指標【貿易収支】,2009年1月29日（木）17:30:00,"＊貿易収支（12月）17:30
結果　-118億香港ドル
予想　-171億香港ドル　前回　-82億香港ドル",,,,,,,,,,,,,,,
欧州株　1%前後の下落、金融や資源株に売り,2009年1月29日（木）17:36:00,"東京時間17:34現在
英FT100　 4261.03（-34.17　-0.81%）
独DAX　　4473.76（-44.96　-1.04%）
仏CAC40　 3047.24（-28.77　-0.97%）",,,,,,,,,,,,,,,
テクニカルポイント　ドルスイス、1.15台半ば超えが焦点に,2009年1月29日（木）17:45:00,"1.1726　ボリンジャーバンド　2σ上限（21日間）
1.1561　エンベロープ1%上限（10日間）
1.1556　現値
1.1447　10日移動平均
1.1427　100日移動平均
1.1420　一目均衡表・転換線
1.1356　一目均衡表・雲（上限）
1.1332　エンベロープ1%下限（10日間）
1.1249　一目均衡表・雲（下限）
1.1239　21日移動平均
1.1044　一目均衡表・基準線
1.0976　200日移動平均
1.0753　ボリンジャーバンド　2σ下限（21日間）

ドルスイスは昨年12月末をボトムとして上昇トレンドにある。1月中旬には短期移動平均線（10日、21日）がゴールデンクロスを示現した。本日の終値で1.15台半ばを抜けると上昇スピードが加速しそうだ。この水準ではフィボナッチ61.8％戻し（12月5日高値-直近安値）、エンベロープ1%上限が控えている。その場合、上値目処としてボリンジャーバンドの2σ上限が意識されそうだ。一方、下値目処としては1.14台半ばに注目したい。10日移動平均線と100日移動平均線が収斂しておりサポートとして機能しそうだ。",,,,,,,,,,,,,,,
ユーロ圏経済指標【ドイツ雇用統計】  ,2009年1月29日（木）17:55:00,"＊ドイツ失業率（全独）（1月）17:55
結果　7.8%
予想　7.7%　前回　7.7%（7.6%から修正）

＊ドイツ失業者数（1月）17:55
結果　56千人
予想　30千人　前回　33千人（18千人から修正）",,,,,,,,,,,,,,,
日本銀行　28日の外為市場出来高,2009年1月29日（木）18:05:00,"ドル円　
スポット　　　　 　　106億4800万ドル
先物＋スワップ　　　 410億9900万ドル
オプション　　　　　　16億3300万ドル

ユーロドル
スポット　　　　 　　 53億9800万ドル
先物＋スワップ　　 　 67億9000万ドル
オプション　　　　　　 ゼロ",,,,,,,,,,,,,,,
アイスランド中銀　政策金利を18.00%で据え置き,2009年1月29日（木）18:07:00,アイスランド中銀は政策金利を18.00%で据え置いた。,,,,,,,,,,,,,,,
ロンドン市場　欧州通貨　上値重い,2009年1月29日（木）18:18:00,"ユーロ円、ポンド円など欧州通貨が伸び悩んでいる。ロンドン勢の参加当初に買い戻しの動きがみられたが、現在はユーロ円、ポンド円とも上値が重くなっている。欧州株の下落が買い戻しを限定的としているようだ。英独仏の株価指数は現在、1%前後下落している。

EUR/JPY　117.80　GBP/JPY　127.47",,,,,,,,,,,,,,,
南アフリカ経済指標【生産者物価指数】,2009年1月29日（木）18:30:00,"＊生産者物価指数（PPI）（12月）18:30
結果　-1.1%
予想　-0.8%　前回　-1.3%（前月比）
結果　11.0%
予想　11.6%　前回　12.6%（前年比）",,,,,,,,,,,,,,,
ロンドン市場　オセアニア通貨軟調、金利先安感で,2009年1月29日（木）18:43:00,"オセアニア通貨が軟調。豪ドル、NZドルとも対円、対ドルでジリ安となっている。NZ中銀は29日、予想外の1.50%利下げ（市場予想は1.00%利下げ）を発表した。大幅利下げがロンドン勢参加後も嫌気されているようだ。なお、豪中銀は2月3日に政策金利を発表する。市場では0.50%の利下げが見込まれているが、景気悪化で0.75%の利下げを見込む声も増えている。NZ中銀の利下げがオセアニア全体の金利先安感に繋がっているようだ。

AUD/JPY　59.16　NZD/JPY　46.30",,,,,,,,,,,,,,,
欧州株　資源株急落、エクストラータは株主割当増資へ,2009年1月29日（木）19:00:00,"東京時間18:50現在
英FT100　 4208.63（-86.57　-2.02%）
独DAX　　4444.73（-73.99　-1.64%）
仏CAC40　 3023.43（-52.58　-1.71%）

29日の欧州株は大幅安。各国とも反落して始まり、下げ幅を拡大している。

英FTは2.0%安。石油、鉱山など資源株が下げを主導している。石油株はシェルの赤字決算が嫌気された。同社が発表した08年10-12月の決算は原油安が影響し純損益が28億ドルの赤字となった。赤字転落は10年ぶり。また、鉱山大手のエクストラータは41億ポンド規模の株主割当増資を行うと発表したほか、08年通期の純利益が36億ドルと、前年の55.4億ドルから大幅に減少したと発表した。同社株は11%超急落している。英タイムズ紙はリオ・ティントが債務返済のため、資本注入と資産売却について中国アルミ業公司（チャイナルコ）と協議中と報じている。業績不安が嫌気されているようだ。

独DAXは1.6%安。シーメンスやドイツテレコム、ダイムラーが相場の重石になっている。きょう発表された独雇用統計（1月）では失業率の悪化と失業者数の大幅増が判明した。ドイツ経済の見通しも他国と同じように暗い。

【銀行株】
東京時間18:50現在
ＨＳＢＣ　　　　　　 556.00（-27.00　-4.63%）
ＲＢＳ　　　　　　　　21.20（-0.10　-0.47%）
バークレイズ　　　97.10（-9.90　-9.25%）
Ｓチャータード　 836.00（-42.50　-4.84%）
ロイズＴＳＢ　　　　 90.20（-10.70　-10.60%）
ドイツ銀行　　　　　　21.60（-0.55　-2.48%）
コメルツバンク　　 3.57（-0.08　-2.06%）
ＢＮＰパリバ　　　　 28.84（-1.31　-4.33%）
ソシエテ　ジェネラル　 32.83（-1.56　-4.52%）
クレディ・アグリコル　　 9.66（-0.40　-3.93%）
ＵＢＳ 　　　　　　　　　　 14.52（-1.40　-8.79%）
クレディ・スイス　　　　 31.20（-1.40　-4.29%）

【石油株】
東京時間18:50現在
ＢＰ　　　　　　　　　　 498.75（-5.50　-1.09%）
Ｒダッチ／シェル 1767.00（-9.00　-0.51%）
ＢＧグループ　　　 957.00（-18.00　-1.85%）
タローオイル　　　 684.00（-12.50　-1.79%）
ケアン・エナジー　 1889.00（-21.00　-1.10%）
トタル　　　　　　　　　　　 39.27（-0.53　-1.32%）

【鉱山株】
東京時間18:50現在
アントファガスタ　　　　 442.25（-13.75　-3.02%）
ベダンタ・リソーシズ　 559.00（-36.00　-6.05%）
アングロ・アメリカン　 1335.00（-85.00　-5.99%）
カザフミス　　　　　　 227.00（-15.00　-6.20%）
ＢＨＰビリトン　　　　 1259.00（-63.00　-4.77%）
リオ・ティント　　　　　 1494.00（-121.00　-7.49%）
エクストラータ　　　　 560.50（623.00　-10.03%）
ロンミン　　　　　　　　　　 840.00（-31.00　-3.56%）",,,,,,,,,,,,,,,
ユーロ圏経済指標【ユーロ圏業況判断指数】,2009年1月29日（木）19:00:00,"＊ユーロ圏業況判断指数（1月）19:00
結果　-3.16
予想　-3.50　前回　-3.09（-3.17から修正）",,,,,,,,,,,,,,,
ユーロ圏経済指標【ユーロ圏消費者信頼感】,2009年1月29日（木）19:00:00,"＊ユーロ圏消費者信頼感（1月）19:00
結果　-31.0
予想　-31.0　前回　-30.0",,,,,,,,,,,,,,,
NY原油・金　時間外取引　原油、一時下げ幅埋めるも再度反落,2009年1月29日（木）19:25:00,"東京時間19:23現在
NY原油先物3月限（WTI）（時間外取引）
1バレル＝41.56（-0.60　-1.42%）
NY金先物2月限（COMEX）（時間外取引）
1オンス＝878.70（-9.50　-1.07%）",,,,,,,,,,,,,,,
ロンドン市場　ポンド上昇、ユーロポンドは0.92割れ,2009年1月29日（木）19:36:00,"ポンドが買われている。ユーロポンドは0.92台前半から0.92割れまで売り込まれた。薄商いの中、ストップ狙いの注文が入った可能性も。また、ブラウン英首相の発言が伝わっている。同首相は融資の隙間を埋めるために銀行と協力、公共部門の借り入れは他の欧州諸国より小さい、我々の政策は回復と安定に向けているなどと述べている。

GBP/USD　1.4220　EUR/GBP　0.9185　GBP/CHF　1.6414",,,,,,,,,,,,,,,
ロンドン市場　ポンドドル、中銀系の買い観測,2009年1月29日（木）19:57:00,"ポンドドルは1.4100付近から1.42台前半へと上昇している。市場ではアジア系中銀や米系銀行の買いが観測されていた。このほか、ユーロポンドで英系銀行の大口売りが持ち込まれたとの観測もあった。材料難の中、比較的大口のポンド買いが入っているようだ。

GBP/USD　1.4240",,,,,,,,,,,,,,,
ロンドン市場　アイルランド中銀　09年の成長率はマイナス4%,2009年1月29日（木）20:02:00,アイルランド中銀の経済見通しが伝わっている。09年のGDP成長率はマイナス4%、09年の財政赤字はGDP比で9.5%に達するとの見方を示している。,,,,,,,,,,,,,,,
ロンドン市場　ポンド買い進む,2009年1月29日（木）20:21:00,"ポンドが一段と買われている。ポンド円は128円台半ばまで買われ、ロンドン前半の安値から約2円切り返した。対ドル、対ユーロでもポンド買いが優勢となっている。市場ではアジア系中銀、米英の銀行などポンド買いの主体について様々な憶測が出ている。

GBP/JPY　128.43　GBP/USD　1.4305　EUR/GBP　0.9156",,,,,,,,,,,,,,,
米株価指数先物　時間外取引 ダウ100ドル安、耐久財受注を警戒か,2009年1月29日（木）20:40:00,"東京時間20:39現在
ダウ平均先物3月限　8215.00（-107.00　-1.32%）
S&P500;先物3月限　858.90（-12.60　-1.45%）
NASDAQ100先物3月限　1215.75（-15.50　-1.26%）",,,,,,,,,,,,,,,
ロンドン市場　耐久財受注控え、ドル軟調,2009年1月29日（木）20:45:00,"ロンドン市場後半に入ってドルが弱含んでいる。ドル円は89.60レベルまで売られ、東京市場の安値を割り込んだ。ドルは対欧州通貨や対オセアニア通貨でも軟調。このあと発表される米耐久財受注が警戒されている。市場では注目度の高いコア指数が2ヶ月ぶりのマイナス、総合指数が3ヶ月連続でマイナスになると見込まれている。米国経済の悪化を再確認する材料となりそうだ。

USD/JPY　89.76",,,,,,,,,,,,,,,
フォード、政府融資を否定　強気コメント示す,2009年1月29日（木）21:14:00,"東京時間21:03現在
ダウ平均先物3月限　8246.00（-76.00　-0.93%）
S&P500;先物3月限　863.40（-8.10　-0.93%）
NASDAQ100先物3月限　1222.00（-9.25　-0.75%）

フォードの10-12月期決算が伝わった。1株当たり損失は1.37ドルとなり、予想以上の損失だった。08年通期では過去最大の赤字（146億ドル）を計上している。また、同社は08年12月31日時点の手元資金が240億ドル、政府から繋ぎ融資を得る必要はないとコメントしている。ダウ平均は、この報道を機にやや下げ幅を縮小している。",,,,,,,,,,,,,,,
ロンドン市場　ドルカナダ、米指標を警戒,2009年1月29日（木）21:35:00,"ドルカナダは東京市場からジリ高となったが、ロンドン市場後半から調整に転じた。耐久財受注の発表を前にドル買い警戒感が出ている模様。足元では1.21台半ばで小動きとなっている。

きのう、カナダ最大野党である自由党は来年度の政府予算を受け入れることを表明した。少数与党の保守党を支援する格好。これにより野党連合による連立政権樹立の可能性がなくなったことが好感され、ドルカナダは一時1.20台前半まで下落した。きょうのドルカナダの上昇はこの下落分を埋めたことになる。

このあと22時30分に米国及びカナダの経済指標が発表される。市場の関心は米国の耐久財受注、新規失業保険申請件数に注がれる可能性が高く、カナダの経済指標に対する関心は低そうだ。指標悪化でドル売りが再燃する可能性も否定できない。

USD/CAD　1.2139",,,,,,,,,,,,,,,
米株価指数先物　時間外取引　下げ幅縮小、3M決算を好感,2009年1月29日（木）21:37:00,"東京時間21:37現在
ダウ平均先物3月限　8272.00（-50.00　-0.61%）
S&P500;先物3月限　865.30（-6.20　-0.71%）
NASDAQ100先物3月限　1226.00（-5.25　-0.43%）",,,,,,,,,,,,,,,
まもなく米耐久財受注、景気悪化を確認か,2009年1月29日（木）21:45:00,"＊耐久財受注（12月）22:30
予想　-2.0%　前回　-1.5%（前月比）
予想　-2.7%　前回　0.6%（輸送除くコア・前月比）

まもなく22時30分に米耐久財受注が発表される。注目度の高いコア指数は2ヶ月ぶりに悪化する見通し。エコノミスト予想のレンジは0.5%～-4.0%と幅広いが、景気悪化で設備投資の減少を見込む声が強い。12月の製造業調査（ISM調べ）をみると、4ヶ月連続で新規受注が減少した。参考指標は耐久財受注の低迷を示唆しており、米国経済の悪化を改めて確認する結果となりそうだ。同時に発表される新規失業保険申請件数とともに注目したい。",,,,,,,,,,,,,,,
NY市場　この後のイベント,2009年1月29日（木）21:50:00,"22:30　米新規失業保険申請件数（1月24日までの週）
　　　 予想　575千件　前回　589千件

　　　 米耐久財受注（12月）
　　　 予想　-2.0%　前回　-1.5%（前月比）
　　　 予想　-2.7%　前回　0.6%（輸送除くコア・前月比）

　　　 カナダ鉱工業製品価格（12月）
　　　 予想　-2.0%　前回　-2.6%（前月比）

　　　 カナダ原材料価格指数（12月）
　　　 予想　-10.0%　前回　-13.4%（前月比） 

29日
0:00　 米新築住宅販売件数（12月）
　　　 予想　397.0千件　前回　407.0千件

2:00　 ブランチフラワー英中銀委員　講演

世界経済フォーラムの年次総会「ダボス会議」（2月1日まで）

30日に決算発表予定の米主要企業
ワイス（0.790）
アマゾン・ドット・コム（0.486）
インターナショナル・ペーパー（0.188）
モンスター・ワールドワイド（0.256）
Microchip Technology Inc（0.223）
ブロードコム（0.260）
Juniper Networks Inc（0.314）
KLAテンコー（-0.057）",,,,,,,,,,,,,,,
NY市場　ドル円90円近辺で推移、米指標に焦点,2009年1月29日（木）22:24:00,"ドル円は90円近辺で推移している。このあと22時30分には耐久財受注、新規失業保険申請件数が発表される。耐久財受注は予想との乖離が大きい指標として知られ、反応に注目したい。

USD/JPY　89.91",,,,,,,,,,,,,,,
米経済指標【耐久財受注】,2009年1月29日（木）22:30:00,"＊耐久財受注（12月）22:30
結果　-2.6%
予想　-2.0%　前回　-3.7%（-1.0%から修正）（前月比）
結果　-3.6%
予想　-2.7%　前回　-1.7%（1.2%から修正）（輸送除くコア・前月比）",,,,,,,,,,,,,,,
米経済指標【新規失業保険申請件数】,2009年1月29日（木）22:30:00,"＊新規失業保険申請件数（1月24日までの週）22:30
結果　588千件
予想　575千件　前回　585千件（589千件から修正）",,,,,,,,,,,,,,,
カナダ経済指標【原材料価格指数】,2009年1月29日（木）22:31:00,"＊原材料価格指数（12月）22:30
結果　-15.4%
予想　-10.0%　前回　-13.4%（前月比）",,,,,,,,,,,,,,,
カナダ経済指標【鉱工業製品価格】,2009年1月29日（木）22:31:00,"＊鉱工業製品価格（12月）22:30
結果　-1.9%
予想　-2.0%　前回　-2.7%（-2.6%から修正）（前月比）",,,,,,,,,,,,,,,
NY市場　耐久財受注悪化、ドル売りは小幅,2009年1月29日（木）22:43:00,"先ほど発表された耐久財受注は総合、コアとも予想を大きく下回った。ドル円は発表直後に売られたが、下落幅は20ポイント前後にとどまるなど反応は限定的。現在は発表前の水準を回復している。

USD/JPY　89.90",,,,,,,,,,,,,,,
NY市場　ピボット分析,2009年1月29日（木）22:50:00,"ピボット分析　東京時間（22:49現在）

ドル円
現値89.99　高値90.66　安値89.62

91.60　ハイブレイク
91.13　抵抗2
90.56　抵抗1
90.09　ピボット
89.52　支持1
89.05　支持2
88.48　ローブレイク

ユーロ円
現値118.26　高値119.30　安値117.30

121.27　ハイブレイク
120.29　抵抗2
119.27　抵抗1
118.29　ピボット
117.27　支持1
116.29　支持2
115.27　ローブレイク

ポンド円
現値128.82　高値129.01　安値126.52

132.20　ハイブレイク
130.61　抵抗2
129.71　抵抗1
128.12　ピボット
127.22　支持1
125.63　支持2
124.73　ローブレイク",,,,,,,,,,,,,,,
NY原油・金　原油売り優勢で始まる,2009年1月29日（木）23:13:00,"NY原油先物3月限（WTI）（NY時間09:02）
1バレル＝40.65（-1.51　-3.58%）
NY金先物2月限（COMEX）
1オンス＝882.20（-6.00　-0.68%）

原油は大幅に下落して始まっている。株式が軟調に始まりそうなことから、売りが優勢となっているようだ。

金は下落して始まっているものの、為替市場でユーロドルが買い優勢となり始めていることもあって、下げ渋りの動き。",,,,,,,,,,,,,,,
NY債券　各国の長期金利　米長期債利回り上昇、需給懸念根強い,2009年1月29日（木）23:16:00,"各国の長期金利（NY時間09:03）（%）
米2年債　 0.859（-0.040）
米10年債　2.689（+0.022）
米30年債　3.455（+0.032）
ユーロ圏　3.276（+0.043）
英　国　　3.723（+0.079）
カナダ　　2.976（+0.016）
豪　州　　4.076（+0.020）
日　本　　1.275（+0.009）

きのう国債増発による需給懸念が根強く、長期債は売り優勢で、利回りは上昇する動き。前日のFOMC声明でFRBの長期債購入への期待もやや後退。",,,,,,,,,,,,,,,
NY市場　ポンド安に警戒感も,2009年1月29日（木）23:32:00,"ポンドが買い優勢の展開となっている。きょうのNY為替市場は全体的にドル売りが優勢になっており、欧州通貨に買い戻しが膨らんでいる。ただ、対ユーロでもポンドは上昇しており、強さが目立つ。英金融不安が強く、ポンドは下げが続いていたが、欧州各国からポンド安に対する苦言も出始めており、来月のG7でポンド安が協議される可能性もある。その様なポンドショートを手仕舞う動きも出てきているのかもしれない。

GBP/USD　1.4311　GBP/JPY　128.70　EUR/GBP　0.9173",,,,,,,,,,,,,,,
NY株式　企業業績や弱い経済指標で売り優勢で始まる,2009年1月29日（木）23:35:00,"NY株式29日（NY時間09:33）
ダウ平均　　　8280.90（-94.55　-1.16%）
S&P500;　　　　860.94（-13.15　-1.55%）
ナスダック　　　1534.56（-23.78　-1.58%）

CME日経平均先物　8170（大証終比：-30　-0.37%）

出来高（億株）
NYSE　　　　0.42
ナスダック　0.56

ダウ採用銘柄
J&J;　　　　　　　58.68（+0.12　+0.21%）
P&G;　　　　　　　58.51（+0.33　+0.58%）
デュポン　　　　　24.30（-0.41　-1.76%）
ボーイング　　 　41.96（-1.28　-2.96%）　
キャタピラー　　 32.53（-0.47　-1.45%）　
ユナイテッド　　 50.00（-0.66　-1.34%）　
アルコア　　　 　8.41（-0.34　-3.95%）　
HP　　　　　　 　36.96（-0.45　-1.25%）　
GE　　　　　 　　13.35（-0.15　-1.15%）　
3M　　　　　　 　55.22（-0.20　-0.37%）　
エクソンモビル　 77.91（-1.34　-1.70%）　
シェブロン　　 　72.17（-1.62　-2.25%）　
コカコーラ　　 　43.97（+0.11　+0.25%）　
ディズニー　　 　21.94（-0.34　-1.60%）　
マクドナルド　 　58.48（-0.72　-1.23%）　
ウォルマート　　49.06（+0.33　+0.68%）
ホームデポ　　　22.73（-0.27　-1.22%）
JPモルガン　　　26.90（-0.76　-3.03%）
シティG　　　　 3.92（-0.28　-7.89%）
バンカメ　　　　 6.93（-0.46　-7.08%）
アメックス　　　 17.39（-0.46　-2.76%）　
クラフト　　　　　　 29.63（+0.06　+0.21%）
IBM　　　　　　93.94（-0.88　-0.96%）
AT&T;　　　　　 25.41（-0.50　-1.93%）
ベライゾン　　　30.43（-0.49　-1.64%）
マイクロソフト　 17.88（-0.16　-0.91%）
インテル　　　 　13.75（-0.26　-1.88%）
ファイザー　　　15.44（0.00　0.00%）
メルク　　　　 　28.78（0.00　0.00%）
GM　　　　　 　3.31（-0.11　-3.28%）",,,,,,,,,,,,,,,
NY市場　米国債への需給懸念でドルに対する不安感も,2009年1月29日（木）23:47:00,"ドル円は売り優勢の展開となっている。前日のFOMC声明後、ドル買いの動きもあり、一時90円台半ばまで上昇していた。しかし、90円台での売り圧力も強く伸び悩む動き。前日のFOMC声明から、FRBの長期国債購入への期待感がやや後退した面もあり、巨額の景気刺激策の一方で、国債増発による米国債への需給懸念との狭間で、ドルに対する不安感も根強い。ドル円のサポートラインは89.50水準で、下にはストップも観測されている。

USD/JPY　89.76",,,,,,,,,,,,,,,
NY市場　株軟調でユーロ円戻す動き　10日線を維持できるか注目,2009年1月29日（木）23:54:00,"ユーロ円は上げを縮小する動き。NY時間に入ってドル売り・欧州通貨買いが優勢となったことから、ユーロ円、ポンド円もリバウンドの動きとなった。しかし、株式市場が大幅に反落して始まると、序盤の上げ幅を縮小する動きとなっている。10日移動平均線が117.30近辺に来ており、きょうは跳ね返される格好となっているが、10日線の上を維持できるか注目。

EUR/JPY　117.72",,,,,,,,,,,,,,,
