head,date,text,景気,物価,金利,マネーサプライ,,,,,,,,,,
東京市場　米財務長官、ここ数週間、経済の落ち込みが緩和される兆候がある,2009年4月24日（金）08:32:00,"英FT紙にガイトナー米財務長官の発言が掲載されている。ここ数週間、経済の落ち込みが緩和される兆候がある、一部の金融市場は改善、世界貿易の落ち込みも和らぐ傾向に、依然として大きなリスクは残っており各国の協調が重要、など。

このところ、当局者らから最悪期は脱したとの論調がみられている。一方で本格回復は2010年以降との見方が多く、依然として景気回復への不透明感は強い。為替市場は目立った反応を示していないが、早朝からはやや円高傾向。

USD/JPY　97.90　EUR/JPY　128.63　GBP/JPY　143.99",,,,,,,,,,,,,,
寄付き前の外資系証券経由の注文状況　差し引き890万株の売り越し観測,2009年4月24日（金）08:34:00,"差し引き890万株の売り越し観測
売り注文　2990万株
買い注文　1400万株",,,,,,,,,,,,,,
日本経済指標【全産業活動指数】,2009年4月24日（金）08:50:00,"＊全産業活動指数（2月）8:50
結果　-2.0%
予想　-2.0%　前回　-1.7%（前月比）",,,,,,,,,,,,,,
東京市場　円買いの動き、ユーロ円128円台半ばへ,2009年4月24日（金）08:52:00,"東京株式市場の開始を控えて、ドル円、クロス円はNY終値水準から軟化してきている。ドル円は97.80台、ユーロ円128円台半ば、ポンド円143円台半ばへと売られてきている。海外市場で円安が進んだことから、短期筋の利益確定の動きがみられているようだ。ドル円はこのところの97.50-60レベルのサポートがワークするかどうか。ユーロ円の短期サポートは128円近辺にある。

USD/JPY　97.86　EUR/JPY　128.48　GBP/JPY　143.65",,,,,,,,,,,,,,
日経平均　寄り付き　14.19円安　8832.10円,2009年4月24日（金）09:01:00,,,,,,,,,,,,,,,
東京市場　英紙、予算案発表で英国債トリプルAに危機も,2009年4月24日（金）09:15:00,"英紙テレグラフに、先日発表された英予算案によると財政赤字の大幅拡大が懸念されることから、英国債にトリプルAからの格下げの危機がある、との論評が掲載されている。

ポンドは朝方から軟調に推移している。ユーロポンドは0.8925-30レベルから0.8945-50レベルへとじり高の動き。ユーロ円は144円割れから143.50割れへと軟化しており、ほぼNY市場後半の上げ幅を消している。ポンドドルは1.47割れから1.46台半ばへと反落している。現状では、調整の域をでていないようだが、今後注意したい視点となろう。

GBP/USD　1.4665　GBP/JPY　143.37　EUR/GBP　0.8944",,,,,,,,,,,,,,
本日の新規投信設定情報 ,2009年4月24日（金）09:20:00,"2009/04/24

ファンド名／投信会社／募集総額（百万円）

CTAマトリックスオープン/岡三／岡三アセットマネジメント／50000
そしあす90thダイナミック・アクティブファンド／新光投信／10000",,,,,,,,,,,,,,
韓国サムスン電子　第1四半期決算、純利益は6190億ウォン（予想1490億ウォン）,2009年4月24日（金）09:38:00,韓国サムスン電子の第1四半期決算が発表された。純利益は6190億ウォンと予想1490億ウォンを大幅に上回った。,,,,,,,,,,,,,,
東京仲値　97.83円　三菱東京UFJ銀行,2009年4月24日（金）09:56:00,,,,,,,,,,,,,,,
東京市場　仲値後もドル円、クロス円重い展開,2009年4月24日（金）10:08:00,"仲値公示の通過後も引き続き円高圧力が強い。ドル円は97.70台と本日の安値近辺へ軟化している。クロス円はポンド円が主導しており、一時143.05レベルまで下押しされている。ユーロ円も再び128円台前半で取引されている。

日経平均は前日比60円安水準と依然として重い展開。また、英紙に英国債の格下げ懸念が報じられたことによるポンド売り圧力も継続している。

USD/JPY　97.77　EUR/JPY　128.34　GBP/JPY　143.18",,,,,,,,,,,,,,
NY原油・金　時間外取引 NY終値水準で小動き、金は900ドル台乗せ,2009年4月24日（金）10:16:00,"東京時間10:08現在
NY原油先物6月限（WTI）（時間外取引）
1バレル＝49.57（-0.05　-0.10%）
NY金先物6月限（COMEX）（時間外取引）
1オンス＝905.70（-0.90　-0.10%）

東京タイムの原油・金先物はそれぞれ前日終値水準で小動きとなっている。23日NY市場では、ユーロドルが上昇、ドル安が商品市況を押し上げた。また、米中古住宅販売件数が予想以上に減少したことからリスク回避的な金購入も観測されていた。",,,,,,,,,,,,,,
中国人民銀行　人民元中心レート　1ドル＝6.8273元,2009年4月24日（金）10:18:00,,,,,,,,,,,,,,,
東京市場　日経平均が下げを消す動き、為替は反応薄,2009年4月24日（金）10:33:00,"日経平均は底堅い動き。10:31現在、前日比0.50円高の8847.51円と前日終値水準へと戻している。ただ、為替市場の反応は鈍く、ドル円は97.70台、ユーロ円128.40レベル、ポンド円143.20-30レベルなどで取引されている。

USD/JPY　97.74　EUR/JPY　128.40　GBP/JPY　143.24",,,,,,,,,,,,,,
東京市場　豪政策金利、年内に2％との見方も,2009年4月24日（金）10:53:00,"豪市場では、年内に豪政策金利が2％へと低下するとのアナリスト予想が話題になっているようだ。ただ、東京午前の豪ドルの値動きは限定的。豪ドル/ドルは0.71台前半、豪ドル円は69円台後半での揉み合いとなっている。

AUD/JPY　69.64　AUD/USD　0.7122",,,,,,,,,,,,,,
日経平均　前引け　29.05円安　8817.96円,2009年4月24日（金）11:01:00,,,,,,,,,,,,,,,
東京市場　ドル円、サポートブレイク　ドル売りの動きも,2009年4月24日（金）11:22:00,"先ほどから、ドル円の売りが強まっている。ここ数日サポートされてきた97.50/60水準をブレイク、ストップを付け、97.30近辺まで下落している。円買いというよりも、ドル売りの動きとなっており、ユーロドルは1.3150近辺に、やや上昇している。ドル円については東京勢の売り観測も。クロス円はドル円に引っ張られる形で下落、ユーロ円はサポート水準の128.00ブレイクを試す動き。

USD/JPY　97.22　EUR/JPY　127.89",,,,,,,,,,,,,,
アジア株　ハンセン指数　軟調な動き,2009年4月24日（金）11:30:00,"東京時間11:24現在

香港ハンセン指数　　 15120.50（-93.96　-0.63%）
中国上海総合指数　 2461.18（-2.78　-0.11%）
中国　シンセン総合指数　 826.32（+1.09　+0.13%）
台湾加権指数　　　　 5961.63（+86.39　+1.47%）
韓国総合株価指数　 1365.48（-3.32　-0.24%）
豪ASX200指数　　　 3727.70（-15.30　-0.41%）

香港ハンセン指数は軟調な動き。決算発表を警戒した売りも出ており、上値も重い。",,,,,,,,,,,,,,
"通貨オプション　ボラティリティー　落ち着いた動き
",2009年4月24日（金）11:38:00,"USD/JPY　　EUR/USD　　EUR/JPY　　GBP/USD
1WK　　　　15.51　　　　12.36　　　　20.83　　　　13.26
1MO　　　　14.60　　　　12.80　　　　20.10　　　　13.10
3MO　　　　14.39　　　　13.35　　　　20.16　　　　13.70
6MO　　　　13.83　　　　13.45　　　　19.96　　　　13.80
9MO　　　　13.48　　　　13.60　　　　19.70　　　　14.10
1YR　　　　13.25　　　　13.60　　　　19.65　　　　14.15

　　　　　　　　　
　　　GBP/JPY　　AUD/USD　　USD/CHF
1WK　　　　22.34　　　　19.01　　　　11.56
1MO　　　　21.61　　　　18.45　　　　11.95
3MO　　　　21.97　　　　18.55　　　　12.05
6MO　　　　21.97　　　　18.35　　　　11.82
9MO　　　　21.78　　　　18.30　　　　11.86
1YR　　　　21.76　　　　18.25　　　　11.80
東京時間11:15現在　参考値

全体的には落ちついた動きとなっており、全般的にボラティリティは小幅に低下している。ドル円1Weekはロンドン時間の15.7％から15.5％に低下。",,,,,,,,,,,,,,
バルチック海運指数=04/23時点=,2009年4月24日（金）11:40:00,"バルチック海運指数
1897（前日比：1.50%）
ハンディマックス・インデックス
684（前日比：1.79%）
パナマックス・インデックス
1743（前日比：-0.17%）
ケープサイズ・インデックス
2734（前日比：14.87%）

＊バルチック海運指数はハンディマックス、パナマックス、ケープサイズなど船舶のサイズごとの海上運賃指数をまとめた総合指数。",,,,,,,,,,,,,,
東京市場　日銀総裁　金融と実体経済の負の相互作用が強く働いている,2009年4月24日（金）11:49:00,"全般的にドル売り、円買いの動きが優勢となっており、ドル円は97円台前半へ下落、ユーロドルは1.3150近辺に上昇、前日の海外市場からの高値圏で推移している。特に目立った材料もなく、ドル円のストップロスを狙った動きが出たようだ。

白川日銀総裁の会見が伝わっている。金融と実体経済の負の相互作用が強く働いていると述べ、また、世界経済は一国だけでは持ち上がらず、各国の取り組みが必要と述べていた。

USD/JPY　97.30",,,,,,,,,,,,,,
通貨オプション　リスクリバーサル　落ち着き示す,2009年4月24日（金）11:52:00,"ドル円　2.35-2.65　　円コールオーバー
ユーロ円　2.35-2.65　円コールオーバー
ポンド円　2.65-2.95　円コールオーバー

マーケットは落ち着いた動きを示しており、円コールオーバーは、やや縮小。

※リスクリバーサルとは
同じ権利行使期日、取引金額、25％デルタのコールとプットを反対売買したときの差額をあらわしたもの。理論上はコールとプットの価格は一致するが、実際のマーケットでは通貨の需給に偏りがあるため、差額が生じる。",,,,,,,,,,,,,,
通貨ペア別　売買動向,2009年4月24日（金）12:42:00,"【通貨ペア別　売買動向（単位：％）】

◆ドル円　　くりっく３６５　外為どっとコム
09/04/17　　　　52.3　　　　71.4
09/04/20　　　　57.6　　　　73.9
09/04/21　　　　55.0　　　　73.3
09/04/22　　　　56.9　　　　74.5
09/04/23　　　　57.5　　　　74.6

◆ユーロ円　くりっく３６５　外為どっとコム
09/04/17　　　　70.4　　　　77.4
09/04/20　　　　67.5　　　　77.0
09/04/21　　　　65.6　　　　76.2
09/04/22　　　　66.0　　　　77.3
09/04/23　　　　62.9　　　　75.1

◆ポンド円　くりっく３６５　外為どっとコム
09/04/17　　　　56.5　　　　60.2
09/04/20　　　　61.9　　　　67.4
09/04/21　　　　62.6　　　　65.8
09/04/22　　　　65.2　　　　71.1
09/04/23　　　　60.1　　　　66.2

◆豪ドル円　くりっく３６５　外為どっとコム
09/04/17　　　　79.3　　　　79.9
09/04/20　　　　82.9　　　　84.5
09/04/21　　　　81.2　　　　82.9
09/04/22　　　　76.6　　　　83.5
09/04/23　　　　74.3　　　　81.5

◆NZドル円　くりっく３６５　外為どっとコム
09/04/17　　　　86.2　　　　87.7
09/04/20　　　　85.0　　　　87.2
09/04/21　　　　86.1　　　　86.8
09/04/22　　　　86.3　　　　87.0
09/04/23　　　　85.5　　　　86.8

（注）売買動向＝買いポジション残高÷全ポジション残高
（資料）株式会社東京金融取引所、株式会社外為どっとコム",,,,,,,,,,,,,,
東京市場　豪ドル/ドル　0.72近辺には売り圧力も,2009年4月24日（金）12:51:00,"全体的にドル売りの動きが優勢となっており、豪ドル円/ドルは0.7155近辺まで上昇、前日のNY市場の高値近辺まで戻している。ただ、0.7200近辺に売りが、まとまって控えているとの観測もあり、上値も重そうだ。市場では豪中銀の利下げ観測も根強い。

AUD/USD　0.7138　AUD/JPY　69.50",,,,,,,,,,,,,,
東京市場　ドル円、下げ一服　97円台前半でサポートされる,2009年4月24日（金）12:59:00,"ドル円は昼過ぎに突如売りが強まり、97.50/60水準のサポートをブレイク、一時97.20水準まで下落する場面も見られた。この水準には下値抵抗ラインもあり、今のところはサポートされている。97円台をフレイクするようであれば、ボリンジャーバンドの下限に到達し、更に下値模索の可能性も出てくる。

USD/JPY　97.37",,,,,,,,,,,,,,
東京市場　ユーロ堅調な動き　Ifo景況感指数に期待も,2009年4月24日（金）13:16:00,"ユーロドルは1.3140近辺と、本日の高値圏を維持している。対ポンドでも上昇しており、ユーロは買い戻し優勢の展開となっている。前日発表された欧州各国の企業景況感は軒並み予想を上回る水準となっていたが、きょうもIfo景況感指数が発表され、センチメントの改善も期待される。

米国も消費や生産といった足下の実体経済を示す指標は弱い内容が続いているが、景気刺激策や株価リバウンドにより、企業のセンチメントは改善の兆しも見え始めている。欧州も同様の動きとなるか注目される。

EUR/USD　1.3138",,,,,,,,,,,,,,
日経平均　下げ幅200円超える,2009年4月24日（金）13:20:00,日経平均　111.50円安　8735.51円（13:20現在）,,,,,,,,,,,,,,
（修正）日経平均　下げ幅100円超える,2009年4月24日（金）13:26:00,日経平均　111.50円安　8735.51円（13:20現在）,,,,,,,,,,,,,,
東京市場　中国の金準備拡大,2009年4月24日（金）13:33:00,"午後になって、日経平均の下げ幅が100円を超えてきたことで、為替市場はドル売りから円買いの動きも出始めている。ユーロ円は127.70近辺、ポンド円は142.35近辺と、本日の安値圏に下落。ドル円も97.20近辺まで下落している。

中国の金準備が拡大しているようだ。新華社通信が伝えた中国国家外為管理局の高官の話によると、中国の金準備は1054トンとなり、2003年以来、454トン増加しており、世界でも第5位となっている。1000トン超の金準備を保有する国は6カ国しかない。国内市場と国内生産業者からの買い付けでストックを積み上げたとしている。ロイター通信が伝えた。

USD/JPY　97.15　EUR/USD　1.3141　EUR/JPY　127.68",,,,,,,,,,,,,,
東京市場　ドル円、一時97円割れ,2009年4月24日（金）13:41:00,"ドル円は一時97円を割り込んでいる。最初はドル売りの動きから、株価下落で、次第に円買いの動きも加わったようだ。

USD/JPY　97.01",,,,,,,,,,,,,,
東京市場　ドル円下げ一服も　,2009年4月24日（金）14:07:00,"日経平均は下げ幅を拡大しているものの、ドル円は下げ渋る動きも出ている。瞬間97円を割り込む場面も見られたが、買い戻しも入っているようだ。米株先物は時間外で軟調なものの、欧州株は高く始まる気配もあり、ロンドン勢参加前に、短期筋のショートカバーも出ているのかもしれない。

USD/JPY　97.06",,,,,,,,,,,,,,
テクニカルポイント　ドル円、定石通り、ボリンジャーバンド下限に接近,2009年4月24日（金）14:14:00,"101.27　ボリンジャーバンド　2σ上限（21日間）
99.64　エンベロープ1%上限（10日間）
99.09　21日移動平均
98.72　200日移動平均
98.71　一目均衡表・転換線
98.65　10日移動平均
97.80　一目均衡表・基準線
97.67　エンベロープ1%下限（10日間）
97.07　現値
96.90　ボリンジャーバンド　2σ下限（21日間）
95.73　一目均衡表・雲（上限）
94.14　100日移動平均
93.41　一目均衡表・雲（下限）

ドル円は売りが強まっており、一時97円を割り込む場面も見られた。膠着状態が続いていたドル円だが、下向きのトレンドも加速し始めている。週初に21日線をブレイク、定石通りボリンジャーバンドの下限に接近してきた。次のサポートとしては、一目均衡表の雲上限が95.70近辺にあり、下値メドとなりそうだ。",,,,,,,,,,,,,,
シンガポール経済指標【鉱工業生産】,2009年4月24日（金）14:15:00,"＊鉱工業生産（3月）14:15
結果　-13.9%
予想　-0.3%　前回　3.5%（-2.5%から修正）（前月比）
結果　-33.9%
予想　-24.0%　前回　-15.1%（-22.4%から修正）（前年比）",,,,,,,,,,,,,,
東京市場　外貨準備の運用先多様化、中国は主要通貨を重視する,2009年4月24日（金）14:23:00,"ユーロドルは強い動きが続いている。ユーロドルは1.3170近辺に上昇、本日の高値を更新。中国国家外為管理局の高官の外貨準備に関する発言が伝わっている。外貨準備の運用先を多様化することにおいて、主要通貨を重視し、また、資本流出と人民元への圧力を相殺するために外貨準備を活用すると述べている。ロイター通信が伝えた。

EUR/USD　1.3168",,,,,,,,,,,,,,
海外市場の注目ポイント　ドイツIfo景況感指数,2009年4月24日（金）14:35:00,"本日の17時にドイツの4月調査分のIfo景況感指数が発表され注目したい。予想の中心は82.3で、前回（82.1）とほぼ変わらずの結果が見込まれている。ドイツ企業のセンチメントを示す指標だが、前日発表になった欧州各国の企業景況感は軒並み予想を上回る水準となっていた。

米国も消費や生産といった足下の実体経済を示す指標は弱い内容が続いているが、景気刺激策や株価リバウンドにより、企業のセンチメントは改善の兆しも見え始めている。欧州も同様の動きとなるか注目される。

予想を大きく上回るようであれば、ユーロの買い戻しが強まる可能性も。",,,,,,,,,,,,,,
日経平均　大引け　139.02円安　8707.99円,2009年4月24日（金）15:01:00,,,,,,,,,,,,,,,
野村HD　09年3月期、7094億円の赤字,2009年4月24日（金）15:14:00,"09年3月期通期は7094億円の赤字。
09年3月期第4四半期は2171億円の赤字。",,,,,,,,,,,,,,
これからの予定【経済指標】,2009年4月24日（金）15:15:00,"【ユーロ圏】
＊ドイツIfo景況感指数（4月）17:00
予想　82.3　前回　82.1

【イギリス】
＊GDP・速報値（第1四半期）17:30
予想　-1.5%　前回　-1.6%（前期比）
予想　-3.8%　前回　-2.0%（前年比）

＊小売売上高（3月）17:30
予想　-0.3%　前回　-1.9%（前月比）
予想　1.1%　前回　0.4%（前年比）

【アメリカ】
＊耐久財受注（3月）21:30
予想　-1.5%　前回　3.4%（前月比）
予想　-1.2%　前回　3.9%（輸送除くコア・前月比）

＊新築住宅販売件数（3月）23:00
予想　337千件　前回　337千件",,,,,,,,,,,,,,
これからの予定【発言・イベント】,2009年4月24日（金）15:21:00,"24日
7カ国財務相・中央銀行総裁会議（G7）（ワシントン）

17:00　ネルプIfoチーフエコノミスト　会見
22:30　リッカネン・フィンランド中銀総裁　講演（ワシントン）

25日
5:30　ガイトナー米財務長官　会見（G7終了後・ワシントン）",,,,,,,,,,,,,,
日本株　概況　円高で反落、SMAP関連株はまちまち,2009年4月24日（金）15:43:00,週末の東京株式市場は反落。前場の日経平均は小幅安水準で揉み合いとなったが、後場に入ると円高や米自動車会社の経営不安を嫌気し、輸出関連株主導で下げ幅を拡大した。日経平均の大引けは前日比139.02円安の8707.99円。業種別では鉄鋼、輸送用機器、不動産の下げがきつい。きのう話題となったSMAP関連株はまちまち。東宝は続落、トヨタ自動車は反落、JVCケンウッドは変わらず。警視庁原宿署は24日、公然わいせつ罪で逮捕された草なぎ剛容疑者を釈放している。,,,,,,,,,,,,,,
東京市場　ドル円安値更新、再び97円割れ,2009年4月24日（金）15:53:00,"ドル円が安値を更新している。先ほど97円台を割り込み、96.70レベルまで値を崩した。日経平均が反落し、アジア株も弱含んでいることが意識されているようだ。ドル円とともにクロス円もジリジリと売られている。

USD/JPY　96.75　EUR/JPY　127.41　AUD/JPY　69.03",,,,,,,,,,,,,,
欧州株　反発して始まる　BPやシェルが高い,2009年4月24日（金）16:07:00,"東京時間16:06現在
英FT100　 4055.58（+37.35　+0.93%）
独DAX　　4562.37（+24.16　+0.53%）",,,,,,,,,,,,,,
まもなくドイツIfo景況感指数の発表,2009年4月24日（金）16:17:00,"まもなく17時に4月のドイツIfo景況感指数が発表される。市場予想は82.3。26年ぶり低水準となった3月とほぼ同水準が見込まれている。ただ、4月のZEW景況感指数は6ヶ月連続で改善、製造業PMIは3ヶ月連続で改善するなど類似指標は景況感の底打ちを示唆している。ユーロ相場の反応に注目したい。

＊ドイツIfo景況感指数（4月）17:00
予想　82.3　前回　82.1",,,,,,,,,,,,,,
ロンドン市場　ユーロポンド急伸、英国の格下げ懸念で,2009年4月24日（金）16:25:00,"ユーロポンドが急伸している。ロンドン時間早朝に50ポイント近く上昇するなど買いが膨らんでいる。市場では英国の格下げ懸念が出ている。英紙テレグラフは24日、英国がトリプルA格付けから転落する可能性を報じている。金融危機で債務増加が避けられないとの見方が背景。

EUR/GBP　0.9020",,,,,,,,,,,,,,
NY原油・金　時間外取引　金は堅調　リスク回避の動きで,2009年4月24日（金）16:27:00,"東京時間16:26現在
NY原油先物6月限（WTI）（時間外取引）
1バレル＝49.40（-0.22　-0.44%）
NY金先物6月限（COMEX）（時間外取引）
1オンス＝912.90（+6.30　+0.69%）

24日のNY原油先物、時間外取引は49ドル台前半で推移。本日は東京タイムから下落傾向となるなど軟調な株式市場に追随する展開となっている。

一方、金は堅調。900ドルを大きく上回り、一時914ドルまで値を伸ばした。きのう発表された米中古住宅販売件数が予想以上に減少したことがリスク回避の動きで金相場をサポートしている。",,,,,,,,,,,,,,
ロンドン市場　ポンド売り優勢、英国の格下げ懸念で,2009年4月24日（金）16:47:00,"ユーロポンド主導でポンド売りが進んでいる。ロンドン勢参加後、ユーロポンドは0.89台後半から0.90台前半まで買われたほか、ポンドドルは142円台前半から141円台半ば、ポンドドルは1.46台後半から1.46台前半まで売られた。英国の格下げ懸念がポンド安に結びついている。ロンドン市場では17時に独Ifo景況感指数、17時30分に英GDP・速報値、英小売売上高が発表される。

EUR/GBP　0.9025　GBP/USD　1.4618　GBP/JPY　141.75",,,,,,,,,,,,,,
ロンドン市場　ユーロドル上昇、ドイツ系の買い観測,2009年4月24日（金）16:52:00,"ユーロドルが上昇している。一時1.32台まで買われ、4月17日以来の水準を回復した。市場ではドイツ系の買いが観測されている。17時に発表されるIfo景況感指数が上振れするとの期待感も出ているようだ。

EUR/USD　1.3193",,,,,,,,,,,,,,
ユーロ圏経済指標【ドイツIfo景況感指数】,2009年4月24日（金）17:00:00,"＊ドイツIfo景況感指数（4月）17:00
結果　83.7
予想　82.3　前回　82.1",,,,,,,,,,,,,,
ロンドン市場　ユーロ一段高、景況感改善で,2009年4月24日（金）17:04:00,"ユーロが一段高となっている。先ほど発表された4月のドイツIfo景況感指数は83.7と前回3月から大幅な改善を示した。ユーロポンドは0.90台前半から0.90台半ば、ユーロドルは1.3200付近から1.32台前半、ユーロ円は128円台前半から128円台半ばまで上昇した。事前に進んでいたユーロ買いがさらに膨らむ形となっている。

EUR/GBP　0.9040　EUR/USD　1.3225　EUR/JPY　128.59",,,,,,,,,,,,,,
まもなく英GDP・速報値の発表,2009年4月24日（金）17:10:00,"まもなく17時30分に第1四半期の英GDP・速報値が発表される。市場予想は前期比-1.5%と2四半期連続のマイナス成長が見込まれている。今年に入って英国の企業景況感は景気底打ちの兆しを示しているが、実体経済は冷え込んだまま。ポンド安による輸出促進が景気の落ち込みを緩和するとみるが、国内需要の低迷を補うには不十分と思われる。

＊GDP・速報値（第1四半期）17:30
予想　-1.5%　前回　-1.6%（前期比）
予想　-3.8%　前回　-2.0%（前年比）",,,,,,,,,,,,,,
ロンドン市場　円安に反転、ユーロ円切り返す,2009年4月24日（金）17:12:00,"ユーロ円が主導する形で円安に振れている。早朝はドル円が97円割れ、ユーロ円が127.50割れを記録するなど円買い優勢だったが、欧州株の上昇や企業景況感の改善でユーロ円が切り返したため、流れが反転した。ユーロ円は127円台前半から128円台半ば、ドル円は96円台後半から97円台前半まで買い戻された。

EUR/JPY　128.61　USD/JPY　97.21　AUD/JPY　69.68",,,,,,,,,,,,,,
テクニカルポイント　NZドル円、調整局面か　新たな展開に注目,2009年4月24日（金）17:22:00,"60.06　ボリンジャーバンド　2σ上限（21日間）
59.26　200日移動平均
56.76　21日移動平均
56.74　エンベロープ1%上限（10日間）
56.58　一目均衡表・転換線
56.31　一目均衡表・基準線
56.18　10日移動平均
55.62　エンベロープ1%下限（10日間）
54.68　現値
53.47　ボリンジャーバンド　2σ下限（21日間）
51.48　100日移動平均
50.75　一目均衡表・雲（上限）
49.56　一目均衡表・雲（下限）

NZドル円は4月中旬から下落基調を描き、週初にはボリンジャーバンド2σ下限にワンタッチした。その後はリバウンドの動きを見せ、徐々に下値を切り上げている。値動きが少しずつ小さくなってきており、どちらに放れるか、新たな展開が注目される。上値は55.60近辺が目処。フィボナッチ38.2％戻し（9月22日高値-2月2日安値）の水準となるほか、エンベロープ1%下限が位置しており今週はこのレベルで上値を抑えられている。一方下値は今週安値の53円台半ば。",,,,,,,,,,,,,,
英経済指標【GDP】,2009年4月24日（金）17:30:00,"＊GDP・速報値（第1四半期）17:30
結果　-1.9%
予想　-1.5%　前回　-1.6%（前期比）
結果　-4.1%
予想　-3.8%　前回　-2.0%（前年比）",,,,,,,,,,,,,,
英経済指標【小売売上高】 ,2009年4月24日（金）17:31:00,"＊小売売上高（3月）17:30
結果　0.3%
予想　-0.3%　前回　-2.0%（-1.9%から修正）（前月比）
結果　1.5%
予想　1.1%　前回　0.4%（前年比）",,,,,,,,,,,,,,
ロンドン市場　英GDP予想下回る、ポンド売りの反応,2009年4月24日（金）17:35:00,"先ほど発表された第1四半期の英GDP・速報値は前期比-1.9%と市場予想を上回る悪化を記録した。市場予想は前期比-1.5%だった。発表後はポンド売りが優勢、ポンドドルやポンド円は約50ポイントの下げを演じた。同時刻に発表された3月の英小売売上高は予想外のプラス成長を記録したが、GDP悪化を嫌気する形でポンド売りの反応が出ている。

GBP/USD　1.4617　GBP/JPY　141.88　EUR/GBP　0.9066",,,,,,,,,,,,,,
ロンドン市場　ユーロ円伸び悩む、前日高値がレジスタンスに,2009年4月24日（金）18:12:00,"ユーロ円が伸び悩んでいる。ロンドン市場では一時128.80レベルまで買われたが、現在は128円台半ばと上昇の勢いに陰りが見える。前日の高値128.95レベルに接近したことで一旦利益確定の売りが先行しているようだ。ユーロ円の上昇に伴って進んだ円売り圧力は後退している。

EUR/JPY　128.57　AUD/JPY　69.46　USD/JPY　97.09",,,,,,,,,,,,,,
日本銀行　23日の外為市場出来高,2009年4月24日（金）18:20:00,"ドル円　
スポット　　　　 　　 85億1600万ドル
先物＋スワップ　　487億9100万ドル
オプション　　　　　 13億6900万ドル

ユーロドル
スポット　　　　 　　 44億3000万ドル
先物＋スワップ　　88億1800万ドル
オプション　　　　　 6300万ドル",,,,,,,,,,,,,,
ロンドン市場　ユーロ買い一服、金融緩和求める意見も,2009年4月24日（金）18:58:00,"前半進んだユーロ買いが一服している。ユーロポンドは0.90台後半から0.90台半ば、ユーロ円は128円台後半から128円台前半、ユーロドルは1.32台後半から1.32台前半まで調整した。Ifo経済研究所でエコノミストを務めるネルプ氏は、ブルームバーグとのインタビューでECBは利下げ継続と量的緩和への移行が望ましいとの見方を示している。

EUR/USD　1.3226　EUR/JPY　128.28　EUR/GBP　0.9055",,,,,,,,,,,,,,
欧州株　各国プラス圏推移　英GDPや英小売売上発表も反応薄,2009年4月24日（金）19:01:00,"東京時間18:57現在
英FT100　 4057.17（+38.94　+0.97%）
独DAX　　4586.55（+48.34　+1.05%）
仏CAC40　 3037.67（+29.05　+0.96%）
スイスSMI　 5059.88（+35.98　+0.71%）

24日の欧州株式市場は上昇。主要指数の上昇率は一時1.0%を超えた。

英市場ではFT指数が0.9%高。反発して始まり、高値圏で伸び悩みとなっている。日本時間17:30に発表された英GDP速報値は市場予想よりも悪化したが、英小売売上高は予想を上回り、まちまちで方向感を見出せない。セクター別では石油株や鉱山株、金融株の一角が相場を引っ張っている。シェルやBPは共に3日続伸で本日も買い優勢となっており、強い動きを見せている。鉱山のエクストラータは6.3%高で指数内で上昇率トップ。このほか、カザフミスも5.0%の大幅高となっている。HSBCやバークレイズも上昇している。きのう米アメックスの決算がアナリスト予想を超えたことが買い安心感になっている。

独市場ではDAX指数が1.0%高。上昇して始まったが、伸び悩んでいる。独IFO景況感指数が予想を上回ったが、株式市場の反応は軽微で、他国の市場と同じく静かな展開。シーメンスやイーオンが買い優勢となっている。

【銀行株】
東京時間18:56現在
ＨＳＢＣ　　　　　　 464.25（+4.75　+1.01%）
ＲＢＳ　　　　　　　　31.40（-0.10　-0.31%）
バークレイズ　　　223.50（+6.25　+2.87%）
Ｓチャータード　 964.50（-3.50　-0.35%）
ロイズＴＳＢ　　　　 99.30（+3.30　+3.28%）
ドイツ銀行　　　　　　40.00（+0.43　+1.06%）
コメルツバンク　　 5.02（+0.07　+1.35%）
ＢＮＰパリバ　　　　 37.57（+0.91　+2.40%）
ソシエテ　ジェネラル　 37.35（+0.27　+0.73%）
クレディ・アグリコル　　 10.22（+0.19　+1.81%）
ＵＢＳ 　　　　　　　　　　 13.86（+0.05　+0.35%）
クレディ・スイス　　　　 44.70（+1.50　+3.78%）

【石油株】
東京時間18:56現在
ＢＰ　　　　　　　　　　 465.50（+8.50　+1.88%）
Ｒダッチ／シェル 1528.00（+42.00　+2.85%）
ＢＧグループ　　　 1045.00（+19.00　+1.84%）
タローオイル　　　 788.00（+14.00　+1.83%）
ケアン・エナジー　 2147.00（+34.00　+1.65%）
トタル　　　　　　　　　　　 37.43（+0.84　+2.33%）

【鉱山株】
東京時間18:56現在
アントファガスタ　　　　 545.00（+11.50　+2.15%）
ベダンタ・リソーシズ　 980.00（+45.00　+4.90%）
アングロ・アメリカン　 1352.00（+27.00　+2.03%）
カザフミス　　　　　　 501.00（+24.50　+5.09%）
ＢＨＰビリトン　　　　 1392.00（+7.00　+0.51%）
リオ・ティント　　　　　 2595.00（+24.00　+0.97%）
エクストラータ　　　　 557.50（525.00　+6.19%）
ロンミン　　　　　　　　　　 1359.00（+2.00　+0.16%）",,,,,,,,,,,,,,
